,time,VAV: Core Zone Discharge Air Temperature,AHU: Outdoor Air Damper Position,VAV Core Zone Cooling SP,Diffuse Horizontal Solar Irradiation,VAV: North zone Q,VAV North Zone Heating SP,VAV: North Zone Reheat Control Signal,VAV: South Zone Room Air Temperature,VAV: South Zone Reheat Control Signal,VAV: South Zone Damper Control Signal,VAV North Zone Cooling SP,VAV: North Zone Airflow Rate,VAV: Core Zone Reheat Control Signal,AHU: Supply Air Temperature,Direct Normal Solar Irradiation,AHU:Cooling Coil Load,AHU: Cooling coil Load,VAV: North Zone Damper Control Signal,VAV: Core zone Q,AHU: Supply Fan Power,AHU: RAT,VAV: South Zone Discharge Air Temperature,VAV: Core Zone Airflow Rate,VAV: South Zone Airflow Rate,VAV: North Zone Room Air Temperature,AHU: Return Air Damper Position,VAV South Zone Heating SP,VAV Core Zone Heating SP,VAV: South zone Q,VAV: Core Zone Room Air Temperature,AHU: Supply Fan Airflow Rate,VAV: Core Zone Damper Control Signal,AHU: MAT,VAV South Zone Cooling SP,VAV: North Zone Discharge Air Temperature,Global Horizontal Solar Irradiation,Outdoor Air Temperature
108,19189800.0,55.040306,1.0,80.06002,0.1,53.51433,60.08001,0.0,62.354565,0.0,0.2625,80.06002,69.4995,0.0,52.624138,0.3,637.8141,637.8141,0.3,53.51433,35.862213,63.970104,55.040306,69.4995,108.98754,65.383385,0.0,60.08001,60.08001,83.918594,65.43782,364.55267,0.3,56.425793,80.06002,55.040306,0.3,56.42788
110,19189920.0,55.040306,1.0,80.06002,0.10666667,53.265972,60.08001,0.0,62.3405,0.0,0.2625,80.06002,69.49951,0.0,52.6354,0.30333334,646.2281,646.2281,0.3,53.265972,35.86223,63.95758,55.040306,69.49951,108.98757,65.3741,0.0,60.08001,60.08001,83.52916,65.430626,364.55273,0.3,56.50083,80.06002,55.040306,0.30666667,56.50297
112,19190040.0,55.040306,1.0,80.06002,0.11333334,53.03638,60.08001,0.0,62.277275,0.0,0.2625,80.06002,69.49954,0.0,52.645782,0.30666667,654.91754,654.91754,0.3,53.03638,35.862244,63.911163,55.040253,69.49954,108.98762,65.33999,0.0,60.08001,60.08001,83.16918,65.399704,364.5529,0.3,56.57658,80.06002,55.040306,0.31333333,56.578777
114,19190100.0,55.040306,1.0,80.06002,0.11666667,52.92943,60.08001,0.0,62.271507,0.0,0.2625,80.06002,69.49955,0.0,52.650616,0.30833334,659.34326,659.34326,0.3,52.92943,35.86225,63.905396,55.040253,69.49955,108.98763,65.33598,0.0,60.08001,60.08001,83.001495,65.39717,364.55292,0.3,56.614594,80.06002,55.040306,0.31666666,56.616737
117,19190160.0,55.040306,1.0,80.06002,0.12,52.8281,60.08001,0.0,62.264694,0.0,0.2625,80.06002,69.499565,0.0,52.655174,0.31,663.8107,663.8107,0.3,52.8281,35.86226,63.899517,55.040253,69.499565,108.98767,65.331085,0.0,60.08001,60.08001,82.842636,65.39284,364.553,0.3,56.65255,80.06002,55.040306,0.32,56.654694
118,19190280.0,55.040253,1.0,80.06002,0.12666667,52.643356,60.08001,0.0,62.202843,0.0,0.2625,80.06002,69.499596,0.0,52.66358,0.31333333,672.8336,672.8336,0.3,52.643356,35.862274,63.853867,55.040253,69.499596,108.98772,65.29742,0.0,60.08001,60.08001,82.553024,65.36229,364.55316,0.3,56.728134,80.06002,55.040253,0.32666665,56.730278
120,19190400.0,55.040253,1.0,80.06002,0.13333334,52.48411,60.08001,0.0,62.19175,0.0,0.2625,80.06002,69.49962,0.0,52.670776,0.31666666,681.9097,681.9097,0.3,52.48411,35.86229,63.84305,55.0402,69.49962,108.98775,65.2889,0.0,60.08001,60.08001,82.303406,65.355804,364.55328,0.3,56.80284,80.06002,55.040253,0.33333334,56.80493
122,19190520.0,55.0402,1.0,80.06002,0.14,52.35208,60.08001,0.0,62.131104,0.0,0.2625,80.06002,69.49965,0.0,52.67671,0.32,690.96045,690.96045,0.3,52.35208,35.86231,63.798332,55.0402,69.49965,108.9878,65.255615,0.0,60.08001,60.08001,82.09648,65.32565,364.55344,0.3,56.87607,80.06002,55.0402,0.34,56.878098
124,19190640.0,55.0402,1.0,80.06002,0.14666666,52.24874,60.08001,0.0,62.121437,0.0,0.2625,80.06002,69.499664,0.0,52.681435,0.32333332,699.90546,699.90546,0.3,52.24874,35.862324,63.78839,55.040142,69.499664,108.98784,65.24748,0.0,60.08001,60.08001,81.93455,65.31944,364.55356,0.3,56.947258,80.06002,55.0402,0.34666666,56.949234
126,19190700.0,55.0402,1.0,80.06002,0.15,52.208237,60.08001,0.0,62.09111,0.0,0.2625,80.06002,69.49968,0.0,52.683243,0.325,704.3127,704.3127,0.3,52.208237,35.862328,63.76647,55.040142,69.49968,108.987854,65.230515,0.0,60.08001,60.08001,81.8711,65.30357,364.5536,0.3,56.98192,80.06002,55.0402,0.35,56.9839
128,19190760.0,55.040142,1.0,80.06002,0.15333334,52.175377,60.08001,0.0,62.062054,0.0,0.2625,80.06002,69.49969,0.0,52.68473,0.32666665,708.66266,708.66266,0.3,52.175377,35.86234,63.7445,55.040142,69.49969,108.98789,65.21463,0.0,60.08001,60.08001,81.81964,65.28967,364.55368,0.3,57.015923,80.06002,55.040142,0.35333332,57.017845
130,19190880.0,55.040142,1.0,80.06002,0.16,52.1331,60.08001,0.0,62.05365,0.0,0.2625,80.06002,69.49971,0.0,52.686653,0.33,717.14874,717.14874,0.3,52.1331,35.86235,63.73549,55.040085,69.49971,108.98793,65.20683,0.0,60.08001,60.08001,81.75349,65.2838,364.55377,0.3,57.08146,80.06002,55.040142,0.36,57.083267
133,19191000.0,55.040085,1.0,80.06002,0.16666667,52.122856,60.08001,0.0,61.995422,0.0,0.2625,80.06002,69.499725,0.0,52.687145,0.33333334,725.27893,725.27893,0.3,52.122856,35.862362,63.692482,55.040085,69.499725,108.98795,65.17437,0.0,60.08001,60.08001,81.73757,65.25441,364.55386,0.3,57.143417,80.06002,55.040085,0.36666667,57.145123
135,19191120.0,55.04003,1.0,80.06002,0.17333333,52.145477,60.08001,0.0,61.988335,0.0,0.2625,80.06002,69.49974,0.0,52.686104,0.33666667,732.96765,732.96765,0.3,52.145477,35.862373,63.68435,55.04003,69.49974,108.987976,65.1669,0.0,60.08001,60.08001,81.7732,65.248856,364.55392,0.3,57.201096,80.06002,55.04003,0.37333333,57.20269
136,19191240.0,55.04003,1.0,80.06002,0.18,52.20167,60.08001,0.0,61.931152,0.0,0.2625,80.06002,69.49975,0.0,52.683575,0.34,740.1285,740.1285,0.3,52.20167,35.86238,63.64222,55.04003,69.49975,108.98799,65.13482,0.0,60.08001,60.08001,81.86148,65.2198,364.554,0.3,57.254105,80.06002,55.04003,0.38,57.255535
138,19191300.0,55.039978,1.0,80.06002,0.18333334,52.24255,60.08001,0.0,61.92868,0.0,0.2625,80.06002,69.49975,0.0,52.68171,0.34166667,743.4837,743.4837,0.3,52.24255,35.86238,63.638702,55.039978,69.49975,108.98799,65.13168,0.0,60.08001,60.08001,81.92567,65.218094,364.554,0.3,57.278664,80.06002,55.039978,0.38333333,57.27998
140,19191360.0,55.039978,1.0,80.06002,0.18666667,52.292053,60.08001,0.0,61.925217,0.0,0.2625,80.06002,69.499756,0.0,52.679512,0.34333333,746.6744,746.6744,0.3,52.292053,35.862385,63.63491,55.039978,69.499756,108.98801,65.12768,0.0,60.08001,60.08001,82.00339,65.214584,364.55402,0.3,57.30179,80.06002,55.039978,0.38666666,57.30305
142,19191480.0,55.039925,1.0,80.06002,0.19333333,52.41717,60.08001,0.0,61.86908,0.0,0.2625,80.06002,69.49976,0.0,52.67385,0.34666666,752.51794,752.51794,0.3,52.41717,35.86239,63.593605,55.039925,69.49976,108.988014,65.09593,0.0,60.08001,60.08001,82.19976,65.18585,364.55405,0.3,57.343643,80.06002,55.039925,0.39333335,57.34474
144,19191600.0,55.039925,1.0,80.06002,0.2,52.57752,60.08001,0.0,61.86419,0.0,0.2625,80.06002,69.49976,0.0,52.666603,0.35,757.57166,757.57166,0.3,52.57752,35.862392,63.58712,55.039925,69.49976,108.988014,65.08911,0.0,60.08001,60.08001,82.451385,65.18096,364.55405,0.3,57.37913,80.06002,55.039925,0.4,57.380013
146,19191720.0,55.039867,1.0,80.06002,0.20666666,52.764877,60.08001,0.0,61.808983,0.0,0.2625,80.06002,69.49976,0.0,52.658142,0.35333332,761.9478,761.9478,0.3,52.764877,35.862392,63.54647,55.039867,69.49976,108.988014,65.05769,0.0,60.08001,60.08001,82.74535,65.15256,364.55405,0.3,57.41028,80.06002,55.039867,0.40666667,57.411156
148,19191840.0,55.03981,1.0,80.06002,0.21333334,52.951576,60.08001,0.0,61.80503,0.0,0.2625,80.06002,69.49976,0.0,52.64968,0.35666665,765.97394,765.97394,0.3,52.951576,35.862392,63.54065,55.039867,69.49976,108.988014,65.05121,0.0,60.08001,60.08001,83.03824,65.14795,364.55405,0.3,57.439995,80.06002,55.03981,0.41333333,57.44082
151,19191900.0,55.03981,1.0,80.06002,0.21666667,53.043247,60.08001,0.0,61.77729,0.0,0.2625,80.06002,69.499756,0.0,52.645508,0.35833332,767.8672,767.8672,0.3,53.043247,35.862392,63.520653,55.039867,69.499756,108.98801,65.03517,0.0,60.08001,60.08001,83.18203,65.13301,364.55402,0.3,57.454277,80.06002,55.03981,0.41666666,57.4551
152,19191960.0,55.03981,1.0,80.06002,0.22,53.133797,60.08001,0.0,61.7507,0.0,0.2625,80.06002,69.49976,0.0,52.641388,0.36,769.6819,769.6819,0.3,53.133797,35.862392,63.500656,55.039867,69.49976,108.988014,65.02013,0.0,60.08001,60.08001,83.32406,65.11999,364.55405,0.3,57.46823,80.06002,55.03981,0.42,57.469
154,19192080.0,55.03981,1.0,80.06002,0.22666667,53.31156,60.08001,0.0,61.747627,0.0,0.2625,80.06002,69.49976,0.0,52.63337,0.36333334,773.07886,773.07886,0.3,53.31156,35.862392,63.495384,55.03981,69.49976,108.988014,65.013916,0.0,60.08001,60.08001,83.60286,65.11565,364.55405,0.3,57.49498,80.06002,55.03981,0.42666668,57.49575
156,19192200.0,55.03981,1.0,80.06002,0.23333333,53.484932,60.08001,0.0,61.69407,0.0,0.2625,80.06002,69.49976,0.0,52.62551,0.36666667,776.1718,776.1718,0.3,53.484932,35.862392,63.455944,55.03981,69.49976,108.988014,64.98321,0.0,60.08001,60.08001,83.87475,65.08797,364.55405,0.3,57.520306,80.06002,55.03981,0.43333334,57.52102
159,19192320.0,55.03981,1.0,80.06002,0.24,53.65398,60.08001,0.0,61.691814,0.0,0.2625,80.06002,69.499756,0.0,52.617874,0.37,778.9675,778.9675,0.3,53.65398,35.862392,63.451275,55.03981,69.499756,108.98801,64.97728,0.0,60.08001,60.08001,84.139854,65.083954,364.55402,0.3,57.54426,80.06002,55.03981,0.44,57.544914
160,19192440.0,55.03981,1.0,80.06002,0.24666667,53.818787,60.08001,0.0,61.63897,0.0,0.2625,80.06002,69.499756,0.0,52.61046,0.37333333,781.47284,781.47284,0.3,53.818787,35.86239,63.41233,55.03981,69.499756,108.98801,64.94679,0.0,60.08001,60.08001,84.39829,65.05654,364.55402,0.3,57.56678,80.06002,55.03981,0.44666666,57.567383
162,19192500.0,55.03981,1.0,80.06002,0.25,53.899624,60.08001,0.0,61.63875,0.0,0.2625,80.06002,69.49975,0.0,52.60678,0.375,782.6187,782.6187,0.3,53.899624,35.86239,63.41035,55.03981,69.49975,108.988,64.94448,0.0,60.08001,60.08001,84.525055,65.055664,364.554,0.3,57.57749,80.06002,55.03981,0.45,57.578094
164,19192560.0,55.03981,1.0,80.06002,0.25333333,53.979435,60.08001,0.0,61.637543,0.0,0.2625,80.06002,69.499756,0.0,52.603157,0.37666667,783.6945,783.6945,0.3,53.979435,35.86239,63.408154,55.03981,69.499756,108.988,64.941185,0.0,60.08001,60.08001,84.65021,65.05281,364.55402,0.3,57.58793,80.06002,55.03981,0.45333335,57.588478
166,19192680.0,55.03981,1.0,80.06002,0.26,54.136,60.08001,0.0,61.585358,0.0,0.2625,80.06002,69.499756,0.0,52.596123,0.38,785.6394,785.6394,0.3,54.136,35.86239,63.3697,55.039867,69.499756,108.988,64.911026,0.0,60.08001,60.08001,84.89571,65.02578,364.554,0.3,57.607704,80.06002,55.03981,0.46,57.608196
169,19192800.0,55.03981,1.0,80.06002,0.26666668,54.288567,60.08001,0.0,61.58464,0.0,0.2625,80.06002,69.499756,0.0,52.589203,0.38333333,787.3142,787.3142,0.3,54.288567,35.86239,63.36602,55.039867,69.499756,108.98801,64.90564,0.0,60.08001,60.08001,85.13495,65.02226,364.55402,0.3,57.626106,80.06002,55.03981,0.46666667,57.6266
170,19192920.0,55.03981,1.0,80.06002,0.27333334,54.437195,60.08001,0.0,61.533062,0.0,0.2625,80.06002,69.49975,0.0,52.5825,0.38666666,788.7256,788.7256,0.3,54.437195,35.862385,63.32801,55.039867,69.49975,108.98799,64.87576,0.0,60.08001,60.08001,85.368004,64.995514,364.554,0.3,57.64324,80.06002,55.03981,0.47333333,57.643684
172,19193040.0,55.03981,1.0,80.06002,0.28,54.581966,60.08001,0.0,61.533005,0.0,0.2625,80.06002,69.49975,0.0,52.575966,0.39,789.88025,789.88025,0.3,54.581966,35.862385,63.324768,55.039867,69.49975,108.98799,64.87065,0.0,60.08001,60.08001,85.59502,64.99227,364.554,0.3,57.659008,80.06002,55.03981,0.48,57.659447
174,19193100.0,55.03981,1.0,80.06002,0.28333333,54.652924,60.08001,0.0,61.50697,0.0,0.2625,80.06002,69.49974,0.0,52.572723,0.39166668,790.3634,790.3634,0.3,54.652924,35.86238,63.30598,55.039867,69.49974,108.987976,64.85533,0.0,60.08001,60.08001,85.706276,64.97804,364.55392,0.3,57.666424,80.06002,55.03981,0.48333332,57.66681
176,19193160.0,55.03981,1.0,80.06002,0.28666666,54.722942,60.08001,0.0,61.48214,0.0,0.2625,80.06002,69.49974,0.0,52.56959,0.39333335,790.78485,790.78485,0.3,54.722942,35.86238,63.287193,55.039867,69.49974,108.98798,64.84105,0.0,60.08001,60.08001,85.81607,64.96579,364.55392,0.3,57.673508,80.06002,55.03981,0.48666668,57.673897
178,19193280.0,55.03981,1.0,80.06002,0.29333332,54.86019,60.08001,0.0,61.48269,0.0,0.2625,80.06002,69.49974,0.0,52.563385,0.39666668,791.446,791.446,0.3,54.86019,35.86238,63.284393,55.039867,69.49974,108.98798,64.83615,0.0,60.08001,60.08001,86.03129,64.96283,364.55392,0.3,57.68675,80.06002,55.03981,0.49333334,57.68708
180,19193400.0,55.039867,1.0,80.06002,0.3,54.99377,60.08001,0.0,61.432373,0.0,0.2625,80.06002,69.49974,0.0,52.557343,0.4,791.8703,791.8703,0.3,54.99377,35.86238,63.247204,55.039867,69.49974,108.987976,64.80688,0.0,60.08001,60.08001,86.240746,64.93657,364.55392,0.3,57.698723,80.06002,55.039867,0.5,57.69905
182,19193520.0,55.039867,1.0,80.06002,0.30666667,55.123737,60.08001,0.0,61.433525,0.0,0.2625,80.06002,69.49973,0.0,52.551464,0.40333334,792.06433,792.06433,0.3,55.123737,35.862377,63.24479,55.039867,69.49973,108.98797,64.80221,0.0,60.08001,60.08001,86.444534,64.93388,364.5539,0.3,57.709488,80.06002,55.039867,0.50666666,57.709763
185,19193640.0,55.039867,1.0,80.06002,0.31333333,55.250145,60.08001,0.0,61.38376,0.0,0.2625,80.06002,69.49974,0.0,52.545753,0.40666667,792.03455,792.03455,0.3,55.250145,35.862377,63.20804,55.039867,69.49974,108.98797,64.77315,0.0,60.08001,60.08001,86.642746,64.9079,364.5539,0.3,57.718994,80.06002,55.039867,0.5133333,57.71927
186,19193700.0,55.039867,1.0,80.06002,0.31666666,55.312027,60.08001,0.0,61.38513,0.0,0.2625,80.06002,69.49973,0.0,52.54295,0.40833333,791.9378,791.9378,0.3,55.312027,35.862373,63.207214,55.039867,69.49973,108.98796,64.77145,0.0,60.08001,60.08001,86.73978,64.90756,364.5539,0.3,57.723335,80.06002,55.039867,0.51666665,57.723553
188,19193760.0,55.039867,1.0,80.06002,0.32,55.373043,60.08001,0.0,61.385513,0.0,0.2625,80.06002,69.49973,0.0,52.540203,0.41,791.7876,791.7876,0.3,55.373043,35.862377,63.206062,55.039867,69.49973,108.98797,64.76875,0.0,60.08001,60.08001,86.83546,64.905365,364.5539,0.3,57.72734,80.06002,55.039867,0.52,57.72751
190,19193880.0,55.039867,1.0,80.06002,0.32666665,55.492477,60.08001,0.0,61.336243,0.0,0.2625,80.06002,69.49973,0.0,52.53482,0.41333333,791.32983,791.32983,0.3,55.492477,35.862373,63.16964,55.039867,69.49973,108.98797,64.739914,0.0,60.08001,60.08001,87.02273,64.87966,364.5539,0.3,57.73448,80.06002,55.039867,0.52666664,57.73465
192,19194000.0,55.039867,1.0,80.06002,0.33333334,55.60849,60.08001,0.0,61.338493,0.0,0.2625,80.06002,69.499725,0.0,52.529602,0.41666666,790.66785,790.66785,0.3,55.60849,35.862373,63.16794,55.039867,69.499725,108.98795,64.73574,0.0,60.08001,60.08001,87.20464,64.87735,364.55386,0.3,57.740417,80.06002,55.039867,0.53333336,57.74058
194,19194120.0,55.039867,1.0,80.06002,0.34,55.72113,60.08001,0.0,61.289715,0.0,0.2625,80.06002,69.49973,0.0,52.52449,0.42,789.80804,789.80804,0.3,55.72113,35.862373,63.131905,55.039867,69.49973,108.98796,64.70718,0.0,60.08001,60.08001,87.38126,64.85187,364.5539,0.3,57.74525,80.06002,55.039867,0.54,57.74536
196,19194240.0,55.039867,1.0,80.06002,0.34666666,55.83043,60.08001,0.0,61.29252,0.0,0.2625,80.06002,69.499725,0.0,52.519547,0.42333335,788.7568,788.7568,0.3,55.83043,35.86237,63.130585,55.039867,69.499725,108.987946,64.70322,0.0,60.08001,60.08001,87.55264,64.84984,364.55383,0.3,57.748985,80.06002,55.039867,0.5466667,57.74904
198,19194300.0,55.039867,1.0,80.06002,0.35,55.883835,60.08001,0.0,61.2678,0.0,0.2625,80.06002,69.499725,0.0,52.51713,0.425,788.1613,788.1613,0.3,55.883835,35.86237,63.112785,55.039867,69.499725,108.98795,64.68855,0.0,60.08001,60.08001,87.63639,64.83621,364.55386,0.3,57.750412,80.06002,55.039867,0.55,57.75047
201,19194360.0,55.039867,1.0,80.06002,0.35333332,55.936424,60.08001,0.0,61.244232,0.0,0.2625,80.06002,69.49973,0.0,52.51477,0.42666668,787.52045,787.52045,0.3,55.936424,35.862373,63.09488,55.039867,69.49973,108.98796,64.67488,0.0,60.08001,60.08001,87.71885,64.82457,364.55386,0.3,57.751568,80.06002,55.039867,0.55333334,57.751625
203,19194480.0,55.039867,1.0,80.06002,0.36,56.039146,60.08001,0.0,61.247475,0.0,0.2625,80.06002,69.49972,0.0,52.5101,0.43,786.1055,786.1055,0.3,56.039146,35.86237,63.093887,55.039925,69.49972,108.987946,64.67114,0.0,60.08001,60.08001,87.87992,64.82269,364.55383,0.3,57.75305,80.06002,55.039867,0.56,57.753105
204,19194600.0,55.039867,1.0,80.06002,0.36666667,56.138634,60.08001,0.0,61.19957,0.0,0.2625,80.06002,69.499725,0.0,52.505653,0.43333334,784.5182,784.5182,0.3,56.138634,35.86237,63.058514,55.039925,69.499725,108.98795,64.64302,0.0,60.08001,60.08001,88.03592,64.79765,364.55386,0.3,57.75349,80.06002,55.039867,0.56666666,57.75349
206,19194720.0,55.039867,1.0,80.06002,0.37333333,56.234913,60.08001,0.0,61.20331,0.0,0.2625,80.06002,69.49972,0.0,52.50126,0.43666667,782.76483,782.76483,0.3,56.234913,35.86237,63.0578,55.039925,69.49972,108.98794,64.639496,0.0,60.08001,60.08001,88.18688,64.796005,364.55383,0.3,57.752884,80.06002,55.039867,0.5733333,57.75283
208,19194840.0,55.039867,1.0,80.06002,0.38,56.328007,60.08001,0.0,61.155846,0.0,0.2625,80.06002,69.499725,0.0,52.49708,0.44,780.85175,780.85175,0.3,56.328007,35.86237,63.02275,55.039925,69.499725,108.98795,64.611595,0.0,60.08001,60.08001,88.332855,64.77117,364.55386,0.3,57.751183,80.06002,55.039867,0.58,57.75113
210,19194900.0,55.039867,1.0,80.06002,0.38333333,56.373367,60.08001,0.0,61.15843,0.0,0.2625,80.06002,69.49972,0.0,52.49505,0.44166666,779.8372,779.8372,0.3,56.373367,35.862366,63.02275,55.039925,69.49972,108.987946,64.61038,0.0,60.08001,60.08001,88.40398,64.77139,364.55383,0.3,57.749977,80.06002,55.039867,0.5833333,57.74992
213,19194960.0,55.039925,1.0,80.06002,0.38666666,56.41795,60.08001,0.0,61.159966,0.0,0.2625,80.06002,69.499725,0.0,52.49302,0.44333333,778.7851,778.7851,0.3,56.41795,35.86237,63.022423,55.039925,69.499725,108.98795,64.608246,0.0,60.08001,60.08001,88.473885,64.769684,364.55386,0.3,57.748547,80.06002,55.039925,0.58666664,57.748436
214,19195080.0,55.039925,1.0,80.06002,0.39333335,56.504753,60.08001,0.0,61.112946,0.0,0.2625,80.06002,69.499725,0.0,52.48906,0.44666666,776.5713,776.5713,0.3,56.504753,35.86237,62.987595,55.039925,69.499725,108.987946,64.58056,0.0,60.08001,60.08001,88.60999,64.74508,364.55386,0.3,57.744812,80.06002,55.039925,0.5933333,57.7447
216,19195200.0,55.039925,1.0,80.06002,0.4,56.588455,60.08001,0.0,61.117447,0.0,0.2625,80.06002,69.49972,0.0,52.48533,0.45,774.2164,774.2164,0.3,56.588455,35.862366,62.987488,55.039925,69.49972,108.98794,64.57742,0.0,60.08001,60.08001,88.741234,64.74382,364.55383,0.3,57.740143,80.06002,55.039925,0.6,57.740032
218,19195320.0,55.039925,1.0,80.06002,0.40666667,56.67663,60.08001,0.0,61.070755,0.0,0.2625,80.06002,69.499725,0.0,52.48137,0.45333335,771.52435,771.52435,0.3,56.67663,35.862366,62.953045,55.039925,69.499725,108.987946,64.54991,0.0,60.08001,60.08001,88.8795,64.719376,364.55383,0.3,57.73097,80.06002,55.039925,0.6066667,57.73053
221,19195440.0,55.039867,1.0,80.06002,0.41333333,56.79137,60.08001,0.0,61.075645,0.0,0.2625,80.06002,69.499725,0.0,52.476208,0.45666668,768.1597,768.1597,0.3,56.79137,35.86237,62.953156,55.039925,69.499725,108.98795,64.547,0.0,60.08001,60.08001,89.05948,64.71828,364.55386,0.3,57.713554,80.06002,55.039867,0.61333334,57.71295
222,19195500.0,55.039867,1.0,80.06002,0.41666666,56.8583,60.08001,0.0,61.051918,0.0,0.2625,80.06002,69.49972,0.0,52.473186,0.45833334,766.2254,766.2254,0.3,56.8583,35.862366,62.936127,55.039925,69.49972,108.98794,64.53282,0.0,60.08001,60.08001,89.164474,64.7052,364.55383,0.3,57.70202,80.06002,55.039867,0.6166667,57.701305
224,19195560.0,55.039867,1.0,80.06002,0.42,56.930744,60.08001,0.0,61.02934,0.0,0.2625,80.06002,69.49972,0.0,52.46989,0.46,764.1287,764.1287,0.3,56.930744,35.862366,62.918987,55.039867,69.49972,108.98794,64.5197,0.0,60.08001,60.08001,89.278114,64.694046,364.55383,0.3,57.68867,80.06002,55.039867,0.62,57.687847
226,19195680.0,55.039867,1.0,80.06002,0.42666668,57.089653,60.08001,0.0,61.034557,0.0,0.2625,80.06002,69.499725,0.0,52.46275,0.46333334,759.46704,759.46704,0.3,57.089653,35.862366,62.919426,55.039867,69.499725,108.98795,64.51695,0.0,60.08001,60.08001,89.52739,64.69317,364.55386,0.3,57.65692,80.06002,55.039867,0.62666667,57.655876
228,19195800.0,55.039867,1.0,80.06002,0.43333334,57.263367,60.08001,0.0,60.988472,0.0,0.2625,80.06002,69.49972,0.0,52.454895,0.46666667,754.21387,754.21387,0.3,57.263367,35.862362,62.885536,55.039867,69.49972,108.98793,64.48981,0.0,60.08001,60.08001,89.79988,64.66905,364.55377,0.3,57.61885,80.06002,55.039867,0.6333333,57.6177
230,19195920.0,55.03981,1.0,80.06002,0.44,57.44766,60.08001,0.0,60.993965,0.0,0.2625,80.06002,69.49971,0.0,52.446545,0.47,748.41205,748.41205,0.3,57.44766,35.862362,62.886246,55.039867,69.49971,108.98792,64.48723,0.0,60.08001,60.08001,90.08895,64.668335,364.55377,0.3,57.57518,80.06002,55.03981,0.64,57.573864
232,19196040.0,55.03981,1.0,80.06002,0.44666666,57.63865,60.08001,0.0,60.94815,0.0,0.2625,80.06002,69.49971,0.0,52.43792,0.47333333,742.107,742.107,0.3,57.63865,35.86236,62.852577,55.03981,69.49971,108.987915,64.46031,0.0,60.08001,60.08001,90.38852,64.64444,364.55374,0.3,57.526512,80.06002,55.03981,0.64666665,57.525032
234,19196100.0,55.03981,1.0,80.06002,0.45,57.735546,60.08001,0.0,60.951553,0.0,0.2625,80.06002,69.4997,0.0,52.433525,0.475,738.7807,738.7807,0.3,57.735546,35.862354,62.85318,55.03981,69.4997,108.98791,64.459595,0.0,60.08001,60.08001,90.54049,64.6451,364.5537,0.3,57.500473,80.06002,55.03981,0.65,57.498993
237,19196160.0,55.03981,1.0,80.06002,0.45333335,57.83283,60.08001,0.0,60.953865,0.0,0.2625,80.06002,69.4997,0.0,52.42913,0.47666666,735.3469,735.3469,0.3,57.83283,35.862354,62.85356,55.03981,69.4997,108.98791,64.45795,0.0,60.08001,60.08001,90.69307,64.64389,364.5537,0.3,57.47345,80.06002,55.03981,0.6533333,57.47191
238,19196280.0,55.03981,1.0,80.06002,0.46,58.02697,60.08001,0.0,60.908215,0.0,0.2625,80.06002,69.499695,0.0,52.42034,0.48,728.1823,728.1823,0.3,58.02697,35.86235,62.82,55.03981,69.499695,108.9879,64.4312,0.0,60.08001,60.08001,90.99754,64.62016,364.5537,0.3,57.416702,80.06002,55.03981,0.66,57.415
240,19196400.0,55.03981,1.0,80.06002,0.46666667,58.218136,60.08001,0.0,60.91404,0.0,0.2625,80.06002,69.49969,0.0,52.41172,0.48333332,720.6656,720.6656,0.3,58.218136,35.862347,62.82115,55.03981,69.49969,108.98789,64.42895,0.0,60.08001,60.08001,91.29734,64.61978,364.55368,0.3,57.356827,80.06002,55.03981,0.6666667,57.355072
242,19196520.0,55.03981,1.0,80.06002,0.47333333,58.403614,60.08001,0.0,60.868607,0.0,0.2625,80.06002,69.49969,0.0,52.403313,0.48666668,712.8512,712.8512,0.3,58.403614,35.862343,62.787865,55.03981,69.49969,108.98787,64.40236,0.0,60.08001,60.08001,91.58821,64.59627,364.55362,0.3,57.29448,80.06002,55.03981,0.67333335,57.29267
244,19196640.0,55.03981,1.0,80.06002,0.48,58.580914,60.08001,0.0,60.87449,0.0,0.2625,80.06002,69.49968,0.0,52.395294,0.49,704.79517,704.79517,0.3,58.580914,35.86234,62.78913,55.03981,69.49968,108.98786,64.40033,0.0,60.08001,60.08001,91.86623,64.59599,364.5536,0.3,57.230324,80.06002,55.03981,0.68,57.228455
246,19196700.0,55.03981,1.0,80.06002,0.48333332,58.66576,60.08001,0.0,60.85125,0.0,0.2625,80.06002,69.49967,0.0,52.39145,0.49166667,700.6944,700.6944,0.3,58.66576,35.862335,62.772594,55.03981,69.49967,108.98785,64.3866,0.0,60.08001,60.08001,91.99927,64.58336,364.55356,0.3,57.197693,80.06002,55.03981,0.68333334,57.195824
248,19196760.0,55.03981,1.0,80.06002,0.48666668,58.747707,60.08001,0.0,60.82917,0.0,0.2625,80.06002,69.49967,0.0,52.387768,0.49333334,696.55493,696.55493,0.3,58.747707,35.862335,62.756004,55.03981,69.49967,108.98785,64.3739,0.0,60.08001,60.08001,92.12776,64.57265,364.55356,0.3,57.164898,80.06002,55.03981,0.68666667,57.163033
